customer_id,plan_tier,tenure_months,orders,order_value,revenue,converted
8047,Standard,25,2,104.86,209.72,1
8048,Premium,17,1,181.44,181.44,1
8049,Standard,7,2,111.92,223.84,1
8050,Standard,17,1,96.09,96.09,1
8051,Basic,42,0,97.42,0.0,0
8052,Standard,20,2,149.28,298.56,1
8053,Premium,1,1,189.06,189.06,1
8054,Standard,17,2,97.37,194.74,1
8055,Premium,22,1,147.21,147.21,1
8056,Standard,29,0,180.51,0.0,0
8057,Standard,31,1,108.96,108.96,1
8058,Basic,20,0,99.4,0.0,0
8059,Standard,7,1,78.35,78.35,1
8060,Premium,21,1,161.7,161.7,1
8061,Standard,1,1,146.9,146.9,1
8062,Basic,24,0,73.45,0.0,0
8063,Standard,21,1,99.31,99.31,1
8064,Standard,17,1,128.92,128.92,1
8065,Premium,32,0,165.55,0.0,0
8066,Basic,36,3,100.16,300.49,1
8067,Basic,13,2,77.56,155.11,1
8068,Basic,24,0,88.05,0.0,0
8069,Basic,24,0,102.15,0.0,0
8070,Premium,24,1,173.55,173.55,1
8071,Basic,19,1,66.42,66.42,1
8072,Standard,10,1,109.04,109.04,1
8073,Basic,9,1,71.33,71.33,1
8074,Basic,2,0,80.69,0.0,0
8075,Premium,3,0,192.21,0.0,0
8076,Basic,39,3,90.08,270.24,1
8077,Basic,4,0,106.94,0.0,0
8078,Basic,41,1,75.29,75.29,1
8079,Premium,43,4,191.15,764.59,1
8080,Premium,12,0,246.68,0.0,0
8081,Basic,21,3,96.07,288.22,1
8082,Standard,17,1,143.59,143.59,1
8083,Basic,19,0,88.93,0.0,0
8084,Standard,17,1,140.08,140.08,1
8085,Basic,17,1,86.54,86.54,1
8086,Standard,33,0,84.74,0.0,0
8087,Premium,20,1,217.81,217.81,1
8088,Basic,9,1,96.9,96.9,1
8089,Basic,18,1,90.72,90.72,1
8090,Basic,46,2,72.23,144.46,1
8091,Basic,47,1,119.16,119.16,1
8092,Basic,3,1,104.89,104.89,1
8093,Basic,28,3,78.1,234.3,1
8094,Premium,46,0,248.86,0.0,0
8095,Basic,10,2,115.65,231.29,1
8096,Premium,4,0,183.89,0.0,0
8097,Basic,10,2,73.94,147.88,1
8098,Standard,15,0,131.78,0.0,0
8099,Basic,44,0,86.33,0.0,0
8100,Premium,12,0,299.68,0.0,0
8101,Basic,16,0,70.65,0.0,0
8102,Basic,13,1,119.34,119.34,1
8103,Standard,19,1,109.81,109.81,1
8104,Standard,47,1,114.15,114.15,1
8105,Standard,4,0,98.96,0.0,0
8106,Basic,22,3,92.22,276.67,1
8107,Basic,29,2,73.63,147.25,1
8108,Standard,6,1,114.2,114.2,1
8109,Standard,3,0,88.43,0.0,0
8110,Standard,47,0,70.06,0.0,0
8111,Basic,13,0,85.72,0.0,0
8112,Basic,12,2,114.42,228.85,1
8113,Premium,17,0,201.77,0.0,0
8114,Standard,4,1,115.61,115.61,1
8115,Basic,7,3,138.9,416.69,1
8116,Premium,2,2,98.89,197.78,1
8117,Standard,26,1,126.88,126.88,1
8118,Basic,22,0,73.38,0.0,0
8119,Basic,13,1,90.68,90.68,1
8120,Standard,44,0,100.19,0.0,0
8121,Basic,15,1,77.24,77.24,1
8122,Standard,1,3,126.61,379.84,1
8123,Standard,5,1,115.14,115.14,1
8124,Basic,35,1,76.15,76.15,1
8125,Premium,26,1,137.89,137.89,1
8126,Basic,13,2,104.14,208.28,1
8127,Basic,12,1,85.36,85.36,1
8128,Standard,11,0,88.95,0.0,0
8129,Standard,20,2,77.27,154.54,1
8130,Basic,34,1,94.95,94.95,1
8131,Standard,30,1,111.93,111.93,1
8132,Premium,36,1,198.31,198.31,1
8133,Standard,2,1,183.12,183.12,1
8134,Standard,27,1,139.92,139.92,1
8135,Basic,36,0,89.13,0.0,0
8136,Basic,10,0,58.29,0.0,0
8137,Standard,28,1,160.43,160.43,1
8138,Basic,1,1,91.24,91.24,1
8139,Standard,43,1,180.93,180.93,1
8140,Basic,35,0,74.61,0.0,0
8141,Basic,30,2,65.67,131.35,1
8142,Basic,29,3,116.79,350.37,1
8143,Basic,32,1,94.55,94.55,1
8144,Basic,20,2,113.25,226.5,1
8145,Standard,46,1,89.3,89.3,1
8146,Standard,11,0,88.99,0.0,0
8147,Basic,39,1,70.69,70.69,1
8148,Basic,36,2,37.87,75.74,1
8149,Standard,40,1,106.92,106.92,1
8150,Basic,4,0,54.88,0.0,0
8151,Standard,21,2,121.88,243.76,1
8152,Standard,31,0,117.59,0.0,0
8153,Standard,30,1,97.6,97.6,1
8154,Premium,33,1,212.41,212.41,1
8155,Standard,30,0,123.97,0.0,0
8156,Premium,11,1,245.16,245.16,1
8157,Premium,39,2,265.89,531.77,1
8158,Basic,23,0,92.49,0.0,0
8159,Basic,46,1,98.11,98.11,1
8160,Basic,25,2,100.94,201.89,1
8161,Basic,26,5,126.13,630.64,1
8162,Standard,28,2,84.77,169.54,1
8163,Basic,41,0,79.33,0.0,0
8164,Basic,43,1,64.13,64.13,1
8165,Basic,28,2,78.2,156.4,1
8166,Standard,26,2,110.32,220.65,1
8167,Standard,3,0,98.07,0.0,0
8168,Premium,4,0,208.69,0.0,0
8169,Basic,35,3,99.42,298.27,1
8170,Basic,17,1,89.85,89.85,1
8171,Premium,21,0,204.91,0.0,0
8172,Standard,30,3,164.36,493.08,1
8173,Standard,11,4,128.99,515.96,1
8174,Standard,16,2,86.68,173.35,1
8175,Basic,3,1,75.12,75.12,1
8176,Premium,37,2,157.21,314.43,1
8177,Standard,24,2,155.39,310.77,1
8178,Standard,9,1,107.39,107.39,1
8179,Standard,29,2,94.25,188.5,1
8180,Basic,7,0,68.56,0.0,0
8181,Basic,37,0,79.22,0.0,0
8182,Standard,11,1,104.62,104.62,1
8183,Standard,13,1,100.9,100.9,1
8184,Basic,42,2,106.4,212.79,1
8185,Basic,35,2,84.51,169.01,1
8186,Premium,33,1,188.76,188.76,1
8187,Basic,29,0,104.01,0.0,0
8188,Basic,25,1,105.42,105.42,1
8189,Standard,10,2,104.71,209.41,1
8190,Standard,15,2,150.14,300.27,1
8191,Standard,46,1,119.41,119.41,1
8192,Premium,44,1,168.38,168.38,1
8193,Basic,35,0,107.09,0.0,0
8194,Premium,42,0,207.69,0.0,0
8195,Premium,38,1,203.75,203.75,1
8196,Standard,19,0,110.94,0.0,0
8197,Standard,34,2,119.96,239.92,1
8198,Basic,36,1,76.3,76.3,1
8199,Basic,7,0,86.02,0.0,0
8200,Basic,43,3,82.11,246.34,1
8201,Basic,24,1,94.57,94.57,1
8202,Premium,15,1,253.52,253.52,1
8203,Basic,23,2,86.7,173.39,1
8204,Standard,16,3,139.63,418.89,1
8205,Basic,16,0,92.5,0.0,0
8206,Basic,26,1,111.51,111.51,1
8207,Basic,47,1,121.93,121.93,1
8208,Basic,20,1,80.4,80.4,1
8209,Standard,11,1,77.31,77.31,1
8210,Premium,36,2,142.15,284.3,1
8211,Basic,14,1,108.47,108.47,1
8212,Premium,26,0,204.74,0.0,0
8213,Standard,12,2,95.56,191.13,1
8214,Standard,10,0,160.06,0.0,0
8215,Basic,12,1,84.03,84.03,1
8216,Basic,17,0,83.27,0.0,0
8217,Premium,45,0,180.29,0.0,0
8218,Standard,32,0,151.64,0.0,0
8219,Basic,33,2,75.65,151.3,1
8220,Standard,3,0,152.02,0.0,0
8221,Basic,1,2,100.56,201.11,1
8222,Standard,17,3,154.14,462.42,1
8223,Basic,42,0,104.36,0.0,0
8224,Premium,1,3,206.08,618.23,1
8225,Basic,37,1,103.06,103.06,1
8226,Basic,39,0,91.76,0.0,0
8227,Standard,14,3,102.37,307.12,1
8228,Basic,6,0,102.41,0.0,0
8229,Premium,8,1,189.13,189.13,1
8230,Standard,4,2,151.58,303.15,1
8231,Basic,40,1,113.02,113.02,1
8232,Basic,37,1,100.95,100.95,1
8233,Premium,32,1,231.67,231.67,1
8234,Standard,5,1,132.33,132.33,1
8235,Premium,45,3,212.09,636.27,1
8236,Basic,33,1,78.13,78.13,1
8237,Premium,39,1,202.15,202.15,1
8238,Standard,18,1,131.13,131.13,1
8239,Standard,10,0,129.2,0.0,0
8240,Basic,39,2,95.12,190.23,1
8241,Basic,3,0,93.96,0.0,0
8242,Premium,9,1,275.26,275.26,1
8243,Premium,8,1,197.43,197.43,1
8244,Basic,4,1,103.94,103.94,1
8245,Premium,26,0,193.27,0.0,0
8246,Basic,11,1,96.4,96.4,1
8247,Basic,46,1,74.19,74.19,1
8248,Basic,44,1,79.33,79.33,1
8249,Basic,8,0,81.15,0.0,0
8250,Basic,39,4,64.11,256.46,1
8251,Basic,2,3,92.66,277.97,1
8252,Basic,14,1,73.62,73.62,1
8253,Standard,32,0,93.61,0.0,0
8254,Standard,10,2,174.36,348.72,1
8255,Standard,4,0,149.43,0.0,0
8256,Basic,8,1,129.02,129.02,1
8257,Standard,31,1,119.16,119.16,1
8258,Basic,11,0,85.09,0.0,0
8259,Standard,12,1,131.04,131.04,1
8260,Standard,10,1,130.79,130.79,1
8261,Basic,42,2,84.62,169.24,1
8262,Basic,42,0,76.83,0.0,0
8263,Standard,38,1,136.36,136.36,1
8264,Premium,1,1,131.07,131.07,1
8265,Standard,12,0,136.07,0.0,0
8266,Premium,42,0,182.45,0.0,0
8267,Premium,27,2,225.55,451.1,1
8268,Basic,2,2,111.26,222.52,1
8269,Standard,12,0,135.84,0.0,0
8270,Basic,39,1,69.23,69.23,1
8271,Basic,42,0,62.93,0.0,0
8272,Basic,21,4,61.46,245.84,1
8273,Premium,8,5,174.1,870.51,1
8274,Standard,4,1,84.19,84.19,1
8275,Basic,11,1,89.7,89.7,1
8276,Basic,38,0,73.72,0.0,0
8277,Basic,39,0,79.72,0.0,0
8278,Standard,13,0,120.28,0.0,0
8279,Premium,46,1,208.35,208.35,1
8280,Basic,42,0,75.29,0.0,0
8281,Basic,47,3,82.22,246.67,1
8282,Standard,36,1,129.12,129.12,1
8283,Basic,27,3,87.87,263.6,1
8284,Standard,47,0,116.42,0.0,0
8285,Basic,33,2,102.96,205.91,1
8286,Basic,40,0,73.32,0.0,0
8287,Basic,19,1,105.68,105.68,1
8288,Premium,12,1,283.63,283.63,1
8289,Basic,27,0,95.39,0.0,0
8290,Basic,20,1,81.71,81.71,1
8291,Standard,17,1,83.94,83.94,1
8292,Premium,33,2,172.3,344.61,1
8293,Basic,29,1,96.87,96.87,1
8294,Basic,15,0,87.86,0.0,0
8295,Standard,12,0,118.71,0.0,0
8296,Basic,26,1,87.98,87.98,1
8297,Standard,16,1,107.63,107.63,1
8298,Basic,12,0,88.95,0.0,0
8299,Basic,11,0,74.86,0.0,0
8300,Basic,32,0,91.86,0.0,0
8301,Standard,20,0,123.91,0.0,0
8302,Basic,17,1,116.21,116.21,1
8303,Basic,6,1,75.6,75.6,1
8304,Basic,3,3,103.76,311.28,1
8305,Standard,33,0,141.18,0.0,0
8306,Basic,46,1,85.31,85.31,1
8307,Standard,16,2,103.33,206.65,1
8308,Standard,40,0,153.41,0.0,0
8309,Basic,29,1,65.61,65.61,1
8310,Premium,15,3,159.48,478.45,1
8311,Premium,27,0,149.12,0.0,0
8312,Basic,7,1,77.33,77.33,1
8313,Basic,16,2,85.58,171.16,1
8314,Basic,35,0,117.81,0.0,0
8315,Basic,41,1,82.1,82.1,1
8316,Standard,11,1,172.59,172.59,1
8317,Premium,43,2,228.02,456.03,1
8318,Premium,29,0,171.84,0.0,0
8319,Basic,11,2,80.76,161.53,1
8320,Basic,37,0,93.68,0.0,0
8321,Basic,42,2,91.43,182.86,1
8322,Standard,13,0,90.89,0.0,0
8323,Basic,5,1,76.3,76.3,1
8324,Premium,14,2,130.12,260.24,1
8325,Premium,36,0,262.34,0.0,0
8326,Basic,3,0,92.62,0.0,0
8327,Standard,14,4,112.21,448.83,1
8328,Standard,16,2,103.26,206.52,1
8329,Standard,1,1,106.06,106.06,1
8330,Basic,29,0,62.51,0.0,0
8331,Basic,38,1,93.06,93.06,1
8332,Standard,8,1,139.41,139.41,1
8333,Basic,42,2,119.39,238.78,1
8334,Standard,45,2,139.82,279.65,1
8335,Basic,41,1,104.03,104.03,1
8336,Standard,34,1,149.15,149.15,1
8337,Standard,22,2,116.1,232.21,1
8338,Basic,10,0,64.85,0.0,0
8339,Basic,43,0,104.59,0.0,0
8340,Standard,25,0,102.14,0.0,0
8341,Basic,22,2,88.31,176.63,1
8342,Standard,19,1,94.71,94.71,1
8343,Standard,11,1,148.84,148.84,1
8344,Basic,18,2,105.94,211.88,1
8345,Standard,38,1,84.94,84.94,1
8346,Standard,27,1,122.54,122.54,1
8347,Standard,19,1,146.02,146.02,1
8348,Basic,6,1,87.62,87.62,1
8349,Basic,20,1,89.72,89.72,1
8350,Basic,11,3,108.13,324.38,1
8351,Premium,19,0,181.41,0.0,0
8352,Premium,8,1,188.57,188.57,1
8353,Standard,45,1,139.64,139.64,1
8354,Basic,9,1,71.12,71.12,1
8355,Standard,6,0,102.91,0.0,0
8356,Standard,31,3,77.23,231.69,1
8357,Standard,17,1,170.2,170.2,1
8358,Basic,47,2,92.21,184.41,1
8359,Premium,19,1,234.01,234.01,1
8360,Basic,31,3,67.63,202.9,1
8361,Basic,40,1,113.24,113.24,1
8362,Premium,47,0,180.22,0.0,0
8363,Basic,39,2,115.82,231.63,1
8364,Basic,28,1,86.22,86.22,1
8365,Standard,39,3,92.9,278.7,1
8366,Premium,14,1,235.47,235.47,1
8367,Basic,41,1,91.12,91.12,1
8368,Standard,41,0,90.69,0.0,0
8369,Basic,19,1,59.16,59.16,1
8370,Basic,4,0,97.78,0.0,0
8371,Basic,33,1,89.48,89.48,1
8372,Standard,5,1,125.15,125.15,1
8373,Basic,1,3,94.38,283.15,1
8374,Basic,45,2,87.33,174.65,1
8375,Standard,27,0,129.5,0.0,0
8376,Standard,31,1,138.02,138.02,1
8377,Standard,42,3,116.28,348.85,1
8378,Standard,44,1,132.98,132.98,1
8379,Basic,45,0,100.73,0.0,0
8380,Basic,7,1,110.06,110.06,1
8381,Basic,16,0,48.14,0.0,0
8382,Standard,37,0,109.26,0.0,0
8383,Basic,2,0,100.33,0.0,0
8384,Basic,12,1,129.29,129.29,1
8385,Basic,25,3,112.15,336.44,1
8386,Basic,17,1,112.55,112.55,1
8387,Premium,9,1,298.29,298.29,1
8388,Standard,43,0,117.87,0.0,0
8389,Basic,22,2,128.84,257.67,1
8390,Standard,20,0,137.08,0.0,0
8391,Standard,31,2,95.5,191.0,1
8392,Basic,32,2,57.94,115.87,1
8393,Basic,24,1,85.75,85.75,1
8394,Standard,42,2,136.53,273.07,1
8395,Basic,14,1,85.03,85.03,1
8396,Standard,41,1,122.94,122.94,1
8397,Standard,41,1,167.93,167.93,1
8398,Standard,1,0,121.14,0.0,0
8399,Premium,36,0,270.58,0.0,0
8400,Standard,8,0,139.34,0.0,0
8401,Standard,23,0,146.64,0.0,0
8402,Basic,44,1,85.78,85.78,1
8403,Standard,10,0,118.16,0.0,0
8404,Standard,27,0,120.43,0.0,0
8405,Premium,37,1,188.49,188.49,1
8406,Standard,23,3,136.27,408.81,1
8407,Basic,4,1,114.2,114.2,1
8408,Standard,4,1,181.57,181.57,1
8409,Premium,25,2,164.04,328.08,1
8410,Standard,2,2,119.96,239.93,1
8411,Standard,1,1,144.87,144.87,1
8412,Standard,45,3,121.54,364.61,1
8413,Standard,26,1,87.61,87.61,1
8414,Basic,23,3,104.9,314.71,1
8415,Basic,5,1,74.94,74.94,1
8416,Standard,37,0,124.9,0.0,0
8417,Premium,24,1,260.83,260.83,1
8418,Premium,11,2,220.23,440.45,1
8419,Basic,36,3,101.82,305.46,1
8420,Basic,12,0,117.99,0.0,0
8421,Basic,24,1,87.67,87.67,1
8422,Standard,27,1,128.56,128.56,1
8423,Standard,14,0,115.55,0.0,0
8424,Premium,42,3,223.43,670.29,1
8425,Basic,34,0,65.03,0.0,0
8426,Standard,14,0,97.81,0.0,0
8427,Standard,8,4,120.83,483.3,1
8428,Basic,16,1,101.31,101.31,1
8429,Premium,22,2,268.15,536.3,1
8430,Standard,26,1,97.66,97.66,1
8431,Basic,19,1,88.79,88.79,1
8432,Basic,2,2,94.79,189.58,1
8433,Premium,32,2,146.0,292.01,1
8434,Standard,18,1,101.28,101.28,1
8435,Standard,16,0,75.11,0.0,0
8436,Standard,27,0,133.85,0.0,0
8437,Basic,40,0,74.91,0.0,0
8438,Standard,1,2,150.68,301.37,1
8439,Premium,46,1,208.75,208.75,1
8440,Basic,30,1,86.39,86.39,1
8441,Standard,26,0,101.24,0.0,0
8442,Basic,3,1,97.2,97.2,1
8443,Basic,34,2,85.23,170.46,1
8444,Basic,34,1,100.11,100.11,1
8445,Premium,27,0,238.19,0.0,0
8446,Basic,38,0,75.77,0.0,0
8447,Basic,40,0,81.87,0.0,0
8448,Standard,40,2,151.98,303.97,1
8449,Basic,16,0,116.07,0.0,0
8450,Standard,32,0,95.87,0.0,0
8451,Premium,3,1,158.44,158.44,1
8452,Basic,27,0,74.07,0.0,0
8453,Basic,7,0,94.46,0.0,0
8454,Premium,15,2,136.35,272.69,1
8455,Basic,32,2,90.63,181.26,1
8456,Basic,20,0,89.25,0.0,0
8457,Premium,41,3,167.43,502.29,1
8458,Premium,5,0,195.6,0.0,0
8459,Standard,46,2,122.21,244.42,1
8460,Standard,34,0,111.07,0.0,0
8461,Premium,21,0,259.24,0.0,0
8462,Standard,2,2,109.81,219.62,1
8463,Standard,2,2,121.05,242.1,1
8464,Standard,20,0,104.94,0.0,0
8465,Standard,27,1,144.25,144.25,1
8466,Standard,24,1,91.65,91.65,1
8467,Basic,14,2,92.79,185.57,1
8468,Standard,31,1,97.32,97.32,1
8469,Standard,29,1,77.13,77.13,1
8470,Basic,17,0,77.45,0.0,0
8471,Basic,16,1,78.09,78.09,1
8472,Standard,21,1,133.43,133.43,1
8473,Basic,35,2,74.14,148.28,1
8474,Basic,28,2,51.1,102.19,1
8475,Basic,6,3,52.72,158.17,1
8476,Basic,44,4,93.05,372.2,1
8477,Standard,10,1,131.7,131.7,1
8478,Basic,32,4,93.29,373.17,1
8479,Basic,1,0,82.03,0.0,0
8480,Standard,12,1,127.91,127.91,1
8481,Basic,27,1,55.35,55.35,1
8482,Basic,40,0,52.25,0.0,0
8483,Standard,27,2,83.56,167.11,1
8484,Standard,3,1,115.49,115.49,1
8485,Standard,45,0,139.54,0.0,0
8486,Standard,13,1,94.83,94.83,1
8487,Premium,18,3,156.24,468.73,1
8488,Basic,6,1,101.84,101.84,1
8489,Standard,33,2,109.55,219.11,1
8490,Standard,22,0,124.52,0.0,0
8491,Basic,11,0,91.85,0.0,0
8492,Premium,30,0,142.15,0.0,0
8493,Basic,10,1,123.64,123.64,1
8494,Premium,25,2,156.65,313.3,1
8495,Standard,32,1,167.45,167.45,1
8496,Standard,39,2,133.66,267.32,1
8497,Basic,33,0,95.11,0.0,0
8498,Premium,27,1,132.39,132.39,1
8499,Standard,2,0,128.55,0.0,0
8500,Basic,11,1,88.49,88.49,1
8501,Basic,28,2,85.74,171.48,1
8502,Standard,26,0,87.44,0.0,0
8503,Basic,26,1,106.42,106.42,1
8504,Standard,35,1,143.03,143.03,1
8505,Standard,43,1,77.21,77.21,1
8506,Basic,24,2,78.75,157.5,1
8507,Standard,7,1,112.83,112.83,1
8508,Basic,21,2,96.37,192.74,1
8509,Premium,12,1,197.73,197.73,1
8510,Premium,25,4,189.14,756.55,1
8511,Basic,28,0,99.11,0.0,0
8512,Standard,26,1,166.67,166.67,1
8513,Standard,28,5,112.62,563.1,1
8514,Premium,15,1,233.29,233.29,1
8515,Basic,9,3,122.87,368.62,1
8516,Standard,41,1,158.19,158.19,1
8517,Premium,19,1,218.33,218.33,1
8518,Basic,10,1,102.27,102.27,1
8519,Standard,47,1,130.75,130.75,1
8520,Basic,2,0,121.71,0.0,0
8521,Standard,17,4,110.33,441.3,1
8522,Basic,35,3,82.98,248.94,1
8523,Premium,20,3,165.64,496.92,1
8524,Basic,40,0,135.74,0.0,0
8525,Basic,17,3,118.77,356.31,1
8526,Standard,31,0,104.92,0.0,0
8527,Standard,21,1,89.88,89.88,1
8528,Standard,23,1,115.04,115.04,1
8529,Standard,24,0,121.77,0.0,0
8530,Basic,46,1,94.78,94.78,1
8531,Standard,36,0,81.53,0.0,0
8532,Basic,18,3,76.14,228.41,1
8533,Basic,20,1,112.79,112.79,1
8534,Premium,20,0,216.49,0.0,0
8535,Standard,35,0,102.53,0.0,0
8536,Basic,28,0,108.14,0.0,0
8537,Basic,26,2,108.33,216.66,1
8538,Premium,21,1,280.95,280.95,1
8539,Basic,19,2,85.95,171.9,1
8540,Basic,27,1,77.37,77.37,1
8541,Basic,40,3,87.21,261.63,1
8542,Basic,46,0,107.37,0.0,0
8543,Basic,3,0,66.49,0.0,0
8544,Premium,12,2,192.16,384.33,1
8545,Basic,33,1,90.73,90.73,1
8546,Standard,7,3,153.22,459.65,1
8547,Standard,29,0,106.57,0.0,0
8548,Standard,20,3,116.33,348.99,1
8549,Standard,9,3,133.07,399.2,1
8550,Standard,24,1,104.62,104.62,1
8551,Standard,24,2,100.09,200.17,1
8552,Standard,34,2,166.81,333.63,1
8553,Standard,39,2,133.94,267.87,1
8554,Standard,45,0,150.39,0.0,0
8555,Standard,21,3,138.16,414.47,1
8556,Basic,33,1,87.8,87.8,1
8557,Standard,37,3,104.86,314.59,1
8558,Standard,47,0,105.89,0.0,0
8559,Basic,31,1,76.23,76.23,1
8560,Premium,12,1,162.8,162.8,1
8561,Basic,17,2,75.37,150.75,1
8562,Basic,10,1,104.64,104.64,1
8563,Premium,10,2,153.58,307.16,1
8564,Basic,15,1,116.12,116.12,1
8565,Basic,24,1,104.14,104.14,1
8566,Basic,37,1,102.62,102.62,1
8567,Premium,14,1,201.52,201.52,1
8568,Basic,9,1,97.81,97.81,1
8569,Standard,6,0,109.43,0.0,0
8570,Standard,10,2,98.92,197.84,1
8571,Standard,21,3,108.88,326.64,1
8572,Premium,20,2,139.53,279.06,1
8573,Standard,19,1,131.46,131.46,1
8574,Basic,15,1,71.28,71.28,1
8575,Premium,22,1,218.07,218.07,1
8576,Standard,31,3,137.0,411.0,1
8577,Basic,3,3,94.87,284.61,1
8578,Basic,42,2,80.5,161.01,1
8579,Standard,15,1,98.85,98.85,1
8580,Basic,7,1,76.39,76.39,1
8581,Standard,9,0,96.9,0.0,0
8582,Basic,26,4,89.78,359.13,1
8583,Standard,25,0,117.25,0.0,0
8584,Basic,5,0,125.74,0.0,0
8585,Standard,24,2,166.45,332.9,1
8586,Basic,11,1,118.63,118.63,1
8587,Basic,43,3,86.26,258.79,1
8588,Basic,15,0,63.47,0.0,0
8589,Basic,47,0,93.46,0.0,0
8590,Standard,28,0,113.82,0.0,0
8591,Standard,46,1,120.96,120.96,1
8592,Basic,27,1,98.1,98.1,1
8593,Premium,6,1,220.14,220.14,1
8594,Basic,31,2,56.66,113.32,1
8595,Basic,23,1,114.29,114.29,1
8596,Standard,39,4,143.94,575.77,1
8597,Standard,19,4,105.66,422.64,1
8598,Standard,9,1,142.24,142.24,1
8599,Basic,6,0,85.28,0.0,0
8600,Basic,35,0,90.65,0.0,0
8601,Standard,11,2,116.32,232.64,1
8602,Basic,32,1,76.43,76.43,1
8603,Basic,7,2,66.47,132.93,1
8604,Premium,4,1,301.34,301.34,1
8605,Standard,34,1,135.71,135.71,1
8606,Basic,17,2,92.6,185.19,1
8607,Basic,27,0,123.99,0.0,0
8608,Standard,2,2,77.96,155.93,1
8609,Basic,9,1,85.4,85.4,1
8610,Basic,5,0,78.44,0.0,0
8611,Basic,14,1,80.75,80.75,1
8612,Standard,14,2,120.77,241.54,1
8613,Standard,18,0,109.05,0.0,0
8614,Basic,12,3,56.62,169.86,1
8615,Basic,22,0,70.97,0.0,0
8616,Standard,43,1,96.99,96.99,1
8617,Standard,5,0,108.89,0.0,0
8618,Standard,43,2,96.16,192.32,1
8619,Basic,20,1,86.67,86.67,1
8620,Standard,28,3,116.33,348.98,1
8621,Premium,32,2,105.82,211.64,1
8622,Standard,35,0,93.18,0.0,0
8623,Basic,45,4,94.06,376.23,1
8624,Standard,47,0,117.22,0.0,0
8625,Basic,5,2,57.04,114.08,1
8626,Basic,20,2,105.09,210.19,1
8627,Basic,26,0,101.38,0.0,0
8628,Premium,25,4,285.19,1140.76,1
8629,Basic,47,1,123.06,123.06,1
8630,Premium,31,2,157.88,315.76,1
8631,Standard,19,2,116.81,233.62,1
8632,Standard,44,1,120.79,120.79,1
8633,Basic,35,0,113.91,0.0,0
8634,Standard,38,0,112.85,0.0,0
8635,Basic,30,1,115.23,115.23,1
8636,Basic,4,1,95.32,95.32,1
8637,Basic,46,0,75.03,0.0,0
8638,Basic,34,0,67.89,0.0,0
8639,Standard,8,1,145.44,145.44,1
8640,Basic,12,3,108.14,324.43,1
8641,Basic,17,2,110.51,221.02,1
8642,Premium,12,0,88.75,0.0,0
8643,Basic,30,4,87.56,350.24,1
8644,Basic,26,0,113.5,0.0,0
8645,Basic,10,1,63.18,63.18,1
8646,Basic,33,2,100.66,201.32,1
8647,Standard,14,1,106.16,106.16,1
8648,Basic,8,2,72.35,144.7,1
8649,Basic,45,1,76.37,76.37,1
8650,Standard,15,0,159.5,0.0,0
8651,Basic,11,1,106.79,106.79,1
8652,Premium,34,1,187.31,187.31,1
8653,Premium,36,0,280.03,0.0,0
8654,Basic,8,1,56.41,56.41,1
8655,Basic,3,2,78.0,156.01,1
8656,Basic,40,1,120.0,120.0,1
8657,Basic,24,2,86.63,173.26,1
8658,Basic,22,1,86.11,86.11,1
8659,Standard,20,2,116.97,233.94,1
8660,Basic,28,3,81.42,244.25,1
8661,Basic,32,2,107.41,214.82,1
8662,Basic,4,3,74.52,223.55,1
8663,Premium,13,2,299.55,599.11,1
8664,Premium,45,1,135.42,135.42,1
8665,Basic,8,2,121.72,243.45,1
8666,Standard,43,0,140.63,0.0,0
8667,Basic,19,1,77.21,77.21,1
8668,Standard,9,0,126.43,0.0,0
8669,Standard,28,1,141.12,141.12,1
8670,Premium,32,1,217.04,217.04,1
8671,Basic,17,3,54.35,163.04,1
8672,Basic,38,1,97.24,97.24,1
8673,Premium,4,1,136.47,136.47,1
8674,Basic,6,2,109.65,219.31,1
8675,Basic,30,0,110.06,0.0,0
8676,Standard,28,0,85.77,0.0,0
8677,Standard,33,1,70.59,70.59,1
8678,Standard,40,0,112.38,0.0,0
8679,Standard,44,0,113.97,0.0,0
8680,Standard,24,1,120.2,120.2,1
8681,Basic,24,1,97.9,97.9,1
8682,Standard,44,0,116.13,0.0,0
8683,Standard,46,0,122.59,0.0,0
8684,Premium,3,0,158.66,0.0,0
8685,Basic,24,0,70.74,0.0,0
8686,Basic,44,0,101.32,0.0,0
8687,Standard,3,0,132.99,0.0,0
8688,Basic,46,1,83.29,83.29,1
8689,Basic,36,3,70.26,210.78,1
8690,Standard,8,2,158.81,317.62,1
8691,Standard,31,0,162.77,0.0,0
8692,Basic,21,1,111.36,111.36,1
8693,Basic,16,1,101.87,101.87,1
8694,Basic,30,4,69.57,278.28,1
8695,Standard,35,0,152.03,0.0,0
8696,Basic,42,2,100.85,201.7,1
8697,Basic,20,1,70.79,70.79,1
8698,Basic,8,0,103.23,0.0,0
8699,Basic,41,0,80.43,0.0,0
8700,Basic,16,2,105.54,211.09,1
8701,Basic,36,0,111.46,0.0,0
8702,Standard,38,0,133.0,0.0,0
8703,Basic,3,0,74.35,0.0,0
8704,Basic,20,0,101.59,0.0,0
8705,Basic,4,1,100.53,100.53,1
8706,Basic,29,1,76.85,76.85,1
8707,Basic,38,0,83.61,0.0,0
8708,Basic,27,1,125.72,125.72,1
8709,Basic,16,0,121.06,0.0,0
8710,Basic,46,2,79.74,159.47,1
8711,Standard,5,0,69.46,0.0,0
